agency_name,county_total,murder,rape,robbery,assault,burglary,larceny,auto_theft,total,population,months,year,county
TX STATE UNIV: SAN MARCOS PD,NA,0,1,0,2,15,33,4,55,0,12,2020,Hays
SAN MARCOS PD,NA,3,99,33,157,261,1037,144,1734,67432,12,2020,Hays
HAYS CO SO,NA,6,26,9,90,154,567,62,914,101906,12,2020,Hays
HEMPHILL CO SO,NA,0,6,0,1,2,8,0,17,3810,12,2020,Hemphill
TOOL PD,NA,0,0,0,0,2,0,3,5,2310,12,2020,Henderson
LOG CABIN PD,NA,0,0,0,5,4,13,0,22,779,12,2020,Henderson
HENDERSON CO SO,NA,2,58,1,69,221,158,57,566,52244,12,2020,Henderson
TRINITY VALLEY COMM. COLLEGE PD,NA,0,0,0,0,1,4,0,5,0,11,2020,Henderson
GUN BARREL CITY PD,NA,0,1,0,5,32,40,17,95,6269,12,2020,Henderson
SEVEN POINTS PD,NA,0,1,0,2,4,30,7,44,1532,12,2020,Henderson
CHANDLER PD,NA,0,0,1,1,8,20,0,30,3233,12,2020,Henderson
BROWNSBORO ISD PD,NA,0,1,1,0,0,0,0,2,0,12,2020,Henderson
ATHENS PD,NA,1,8,9,20,51,146,32,267,12757,12,2020,Henderson
PALMHURST PD,NA,0,0,0,1,3,92,0,96,2753,12,2020,Hidalgo
ALTON PD,NA,2,5,8,89,34,145,16,299,18632,12,2020,Hidalgo
EDINBURG PD,NA,6,79,36,204,281,1966,63,2635,103491,12,2020,Hidalgo
LA JOYA PD,NA,0,1,0,16,4,21,0,42,4326,12,2020,Hidalgo
WESLACO PD,NA,1,28,28,79,142,1170,38,1486,42184,12,2020,Hidalgo
ELSA PD,NA,0,0,5,13,23,191,1,233,7274,12,2020,Hidalgo
PHARR PD,NA,0,58,26,227,200,983,72,1566,80098,12,2020,Hidalgo
UNIV OF TX: RIO GRANDE VALLEY PD,NA,0,1,0,0,1,26,1,29,0,12,2020,Hidalgo
MISSION PD,NA,1,27,14,90,133,1096,75,1436,85052,12,2020,Hidalgo
HIDALGO PD,NA,0,5,2,23,30,102,13,175,14370,12,2020,Hidalgo
PENITAS PD,NA,0,1,1,14,13,51,2,82,4756,12,2020,Hidalgo
SAN JUAN PD,NA,1,15,15,111,84,616,39,881,37337,12,2020,Hidalgo
DONNA PD,NA,1,17,22,135,80,430,36,721,16400,12,2020,Hidalgo
PALMVIEW PD,NA,1,10,6,93,62,205,11,388,5806,12,2020,Hidalgo
MERCEDES PD,NA,1,12,9,65,52,404,41,584,16699,12,2020,Hidalgo
MCALLEN ISD PD,NA,0,0,0,0,1,0,0,1,0,2,2020,Hidalgo
MCALLEN PD,NA,3,43,23,54,139,2603,49,2914,144569,12,2020,Hidalgo
EDINBURG CISD PD,NA,0,0,0,2,6,29,1,38,0,12,2020,Hidalgo
ALAMO PD,NA,6,18,6,83,101,595,45,854,20078,12,2020,Hidalgo
HIDALGO CO SO,NA,15,112,70,291,671,1940,343,3442,256027,12,2020,Hidalgo
ITASCA PD,NA,0,0,0,1,4,1,0,6,1743,12,2020,Hill
HILLSBORO PD,NA,1,4,2,4,14,142,13,180,8480,12,2020,Hill
HILL CO SO,NA,0,9,1,23,75,166,24,298,22898,12,2020,Hill
WHITNEY PD,NA,0,0,1,5,17,26,4,53,2170,12,2020,Hill
HOCKLEY CO SO,NA,0,1,1,11,38,51,14,116,9459,12,2020,Hockley
LEVELLAND PD,NA,2,17,6,102,121,217,46,511,13502,12,2020,Hockley
SOUTH PLAINS COLLEGE PD,NA,0,1,0,1,0,8,1,11,0,12,2020,Hockley
GRANBURY PD,NA,1,3,1,9,28,441,19,502,11080,12,2020,Hood
HOOD CO SO,NA,2,14,0,59,82,248,30,435,50579,12,2020,Hood
CUMBY PD (NR),NA,0,0,0,0,0,0,0,0,800,12,2020,Hopkins
HOPKINS CO SO,NA,2,8,1,19,15,38,20,103,20050,12,2020,Hopkins
SULPHUR SPRINGS PD,NA,3,9,6,21,22,114,36,211,16322,12,2020,Hopkins
GRAPELAND PD,NA,0,0,0,0,1,0,0,1,1437,1,2020,Houston
HOUSTON CO SO,NA,0,1,1,7,42,43,2,96,15049,12,2020,Houston
CROCKETT PD,NA,0,1,3,21,27,126,11,189,6327,12,2020,Houston
BIG SPRING PD,NA,2,8,11,122,140,560,110,953,28294,12,2020,Howard
HOWARD CO SO,NA,0,3,2,25,48,142,33,253,8438,12,2020,Howard
HUDSPETH CO SO,NA,0,1,0,1,5,6,4,17,5068,12,2020,Hudspeth
GREENVILLE PD,NA,1,15,21,25,56,386,51,555,29209,12,2020,Hunt
COMMERCE PD,NA,0,3,6,21,19,78,11,138,9876,11,2020,Hunt
CADDO MILLS PD,NA,0,0,0,9,3,8,6,26,1739,12,2020,Hunt
TX A&M UNIV: COMMERCE PD,NA,0,3,0,1,3,31,0,38,0,12,2020,Hunt
HUNT CO SO,NA,1,24,6,305,106,283,120,845,52864,12,2020,Hunt
BORGER PD,NA,0,6,1,26,100,219,35,387,12318,12,2020,Hutchinson
HUTCHINSON CO SO,NA,0,5,0,7,22,48,5,87,6653,12,2020,Hutchinson
STINNETT PD,NA,0,0,0,2,3,1,2,8,1759,4,2020,Hutchinson
IRION CO SO,NA,0,0,0,1,1,8,4,14,1524,12,2020,Irion
JACKSBORO PD,NA,0,1,0,5,6,29,4,45,4372,12,2020,Jack
JACK CO SO,NA,0,2,0,8,13,19,5,47,4526,12,2020,Jack
GANADO PD,NA,0,1,0,6,10,6,2,25,2062,12,2020,Jackson
EDNA PD,NA,0,0,5,10,18,69,5,107,5813,12,2020,Jackson
JACKSON CO SO,NA,0,3,0,6,29,35,14,87,6911,12,2020,Jackson
JASPER PD,NA,1,0,1,29,46,194,14,285,7543,12,2020,Jasper
JASPER CO SO,NA,1,18,3,54,138,170,82,466,25778,12,2020,Jasper
JEFF DAVIS CO SO,NA,0,0,0,2,4,5,2,13,2259,12,2020,Jeff Davis
LAMAR UNIV PD,NA,0,0,0,0,5,33,3,41,0,12,2020,Jefferson
BEAUMONT PD,NA,23,79,300,1032,959,2561,363,5317,116766,12,2020,Jefferson
PORT ARTHUR PD,NA,8,47,88,303,347,778,132,1703,54257,12,2020,Jefferson
NEDERLAND PD,NA,1,12,5,40,47,200,35,340,17413,12,2020,Jefferson
GROVES PD,NA,1,6,11,70,52,232,36,408,15412,12,2020,Jefferson
PORT NECHES PD,NA,1,4,2,22,28,95,12,164,12616,12,2020,Jefferson
JEFFERSON CO SO,NA,1,4,5,46,70,217,51,394,34157,12,2020,Jefferson
JIM HOGG CO SO,NA,0,2,0,10,18,12,4,46,5173,12,2020,Jim Hogg
ALICE PD,NA,0,15,10,88,194,565,42,914,18634,12,2020,Jim Wells
JIM WELLS CO SO,NA,2,5,1,76,118,91,41,334,16958,12,2020,Jim Wells
PREMONT PD,NA,0,0,0,17,39,0,3,59,2531,12,2020,Jim Wells
CLEBURNE PD,NA,1,23,11,70,87,374,63,629,31486,12,2020,Johnson
GODLEY PD,NA,0,2,0,5,3,4,1,15,1423,12,2020,Johnson
JOHNSON CO SO,NA,1,36,9,144,151,411,84,836,79612,12,2020,Johnson
KEENE PD,NA,0,3,0,12,10,25,4,54,6619,12,2020,Johnson
VENUS PD,NA,0,0,1,11,5,29,2,48,4570,12,2020,Johnson
VENUS ISD PD,NA,0,0,0,0,1,4,0,5,0,12,2020,Johnson
ALVARADO PD,NA,1,1,5,14,15,58,12,106,4626,12,2020,Johnson
BURLESON PD,NA,1,20,6,83,67,526,85,788,49660,12,2020,Johnson
JOSHUA PD,NA,0,1,1,21,13,42,4,82,8319,12,2020,Johnson
HAMLIN PD,NA,0,0,0,0,3,8,2,13,2010,12,2020,Jones
JONES CO SO,NA,1,1,0,4,14,23,4,47,6472,12,2020,Jones
HAWLEY PD,NA,0,0,0,0,3,0,0,3,622,12,2020,Jones
STAMFORD PD,NA,1,0,1,6,15,23,7,53,2921,12,2020,Jones
ANSON PD (NR),NA,0,0,0,3,6,17,2,28,2283,12,2020,Jones
KARNES CITY PD,NA,0,0,0,11,3,35,1,50,3419,12,2020,Karnes
KARNES CO SO,NA,0,1,1,2,39,33,12,88,8853,12,2020,Karnes
KENEDY PD,NA,0,2,2,6,32,66,12,120,3357,12,2020,Karnes
CRANDALL PD,NA,0,1,3,14,32,112,13,175,4147,12,2020,Kaufman
TERRELL ISD PD,NA,0,1,0,1,0,0,0,2,0,12,2020,Kaufman
FORNEY PD,NA,0,1,10,12,37,379,40,479,29366,12,2020,Kaufman
KAUFMAN PD,NA,0,3,3,24,24,123,18,195,7930,12,2020,Kaufman
KAUFMAN CO SO,NA,2,35,10,60,176,383,108,774,77723,12,2020,Kaufman
KEMP PD,NA,0,0,0,2,4,14,3,23,1259,12,2020,Kaufman
TERRELL PD,NA,3,14,10,36,69,357,63,552,19204,12,2020,Kaufman
BOERNE PD,NA,0,8,3,21,34,201,38,305,19342,12,2020,Kendall
KENDALL CO SO,NA,0,7,1,19,25,71,25,148,27262,12,2020,Kendall
KENEDY CO SO,NA,0,0,0,2,0,3,7,12,402,12,2020,Kenedy
KENT CO SO (NR),NA,0,0,0,0,4,4,0,8,754,12,2020,Kent
CENTER POINT ISD PD,NA,0,0,0,0,0,0,0,0,0,1,2020,Kerr
KERRVILLE PD,NA,0,15,1,49,23,208,18,314,23912,12,2020,Kerr
KERR CO SO,NA,2,15,0,23,55,109,9,213,26988,12,2020,Kerr
INGRAM PD,NA,0,0,0,4,4,11,0,19,1859,12,2020,Kerr
KIMBLE CO SO,NA,0,0,0,0,4,4,1,9,1907,12,2020,Kimble
JUNCTION PD,NA,1,0,0,0,2,3,0,6,2387,12,2020,Kimble
KINNEY CO SO (NR),NA,0,0,0,0,0,0,0,0,1977,12,2020,Kinney
KINGSVILLE PD,NA,1,23,11,83,130,432,19,699,25195,12,2020,Kleberg
TX A&M UNIV: KINGSVILLE PD (NR),NA,0,0,0,0,0,5,0,5,0,3,2020,Kleberg
KLEBERG CO SO,NA,0,7,1,12,13,20,4,57,5234,12,2020,Kleberg
KNOX CITY PD,NA,0,2,0,3,8,8,1,22,1118,12,2020,Knox
MUNDAY PD (NR),NA,0,0,0,0,0,0,0,0,1272,10,2020,Knox
LAMAR CO SO,NA,0,1,0,21,48,99,11,180,21529,12,2020,Lamar
PARIS PD,NA,3,38,16,192,148,482,80,959,24801,12,2020,Lamar
RENO PD (LAMAR CO),NA,0,0,0,11,5,20,1,37,3364,12,2020,Lamar
OLTON PD (NR),NA,0,2,0,9,16,27,4,58,2043,12,2020,Lamb
LITTLEFIELD PD,NA,2,0,1,18,47,65,11,144,5786,12,2020,Lamb
SUDAN PD,NA,0,0,0,4,1,10,0,15,888,11,2020,Lamb
LAMB CO SO,NA,0,1,0,3,27,38,7,76,4016,12,2020,Lamb
KEMPNER PD,NA,0,1,0,0,2,5,1,9,1145,6,2020,Lampasas
LAMPASAS PD,NA,0,2,0,20,27,160,11,220,8132,12,2020,Lampasas
LAMPASAS CO SO,NA,0,1,0,11,42,64,9,127,10728,12,2020,Lampasas
LA SALLE CO SO,NA,0,0,1,20,6,23,0,50,6970,12,2020,La Salle
ENCINAL PD (NR),NA,0,1,0,0,0,0,0,1,595,12,2020,La Salle
YOAKUM PD,NA,0,1,1,10,35,21,1,69,5956,12,2020,Lavaca
HALLETTSVILLE PD,NA,0,1,0,6,17,44,5,73,2645,12,2020,Lavaca
SHINER PD,NA,0,1,0,1,3,2,2,9,2172,12,2020,Lavaca
LAVACA CO SO,NA,0,2,0,8,36,35,3,84,10630,12,2020,Lavaca
MOULTON PD,NA,0,0,0,0,1,1,0,2,901,12,2020,Lavaca
GIDDINGS PD,NA,1,7,2,14,0,83,7,114,5126,12,2020,Lee
LEE CO SO,NA,0,6,0,9,35,38,12,100,10901,12,2020,Lee
LEON CO SO,NA,0,2,1,4,46,75,5,133,13662,12,2020,Leon
BUFFALO PD,NA,0,0,0,0,5,11,2,18,1908,12,2020,Leon
CLEVELAND PD (NR),NA,3,0,3,42,48,261,37,394,8285,12,2020,Liberty
DAYTON PD,NA,0,1,1,7,26,122,21,178,8510,12,2020,Liberty
LIBERTY PD,NA,0,3,0,23,11,123,12,172,9418,12,2020,Liberty
LIBERTY CO SO,NA,11,52,14,173,204,323,187,964,63237,12,2020,Liberty
LIMESTONE CO SO,NA,0,1,0,11,34,1,2,49,11776,12,2020,Limestone
MEXIA PD,NA,1,4,2,25,18,109,19,178,7329,12,2020,Limestone
GROESBECK PD,NA,0,2,0,3,17,66,8,96,4244,12,2020,Limestone
LIPSCOMB CO SO,NA,0,0,0,1,9,8,2,20,3217,12,2020,Lipscomb
THREE RIVERS PD,NA,0,0,0,2,2,0,1,5,1960,6,2020,Live Oak
GEORGE WEST PD,NA,0,0,3,1,2,0,0,6,2575,12,2020,Live Oak
LLANO CO SO,NA,0,5,0,20,42,148,23,238,14440,12,2020,Llano
LLANO PD,NA,0,1,1,5,13,27,5,52,3525,12,2020,Llano
SUNRISE BEACH VILLAGE PD,NA,0,0,0,0,0,4,0,4,806,12,2020,Llano
LOVING CO SO,NA,0,0,0,2,1,15,1,19,183,12,2020,Loving
LUBBOCK PD,NA,29,230,430,2171,2298,7326,1158,13642,262146,12,2020,Lubbock
SLATON PD,NA,0,7,1,27,49,120,17,221,5864,12,2020,Lubbock
SHALLOWATER PD,NA,0,0,0,1,20,5,4,30,2586,12,2020,Lubbock
WOLFFORTH PD,NA,0,2,0,4,4,31,4,45,5735,12,2020,Lubbock
TEXAS TECH UNIV: LUBBOCK PD,NA,0,3,0,1,10,214,3,231,0,12,2020,Lubbock
LUBBOCK CHRISTIAN UNIV. PD,NA,0,0,0,0,1,3,0,4,0,11,2020,Lubbock
LUBBOCK CHRISTIAN UNIV. PD,NA,0,0,0,0,1,3,0,4,0,11,2020,Lubbock
IDALOU PD,NA,0,0,0,3,4,24,3,34,2308,12,2020,Lubbock
LUBBOCK CO SO,NA,3,20,10,37,154,270,74,568,31709,12,2020,Lubbock
LYNN CO SO,NA,0,0,0,3,3,10,1,17,2569,12,2020,Lynn
TAHOKA PD,NA,0,0,0,3,6,6,6,21,2647,11,2020,Lynn
MCCULLOCH CO SO,NA,0,1,1,2,9,13,5,31,2650,12,2020,McCulloch
BRADY PD,NA,0,3,0,12,35,23,10,83,5280,12,2020,McCulloch
LORENA PD,NA,0,1,0,1,2,16,6,26,1762,12,2020,McLennan
MCLENNAN CO SO,NA,1,21,3,59,171,382,62,699,46585,12,2020,McLennan
WEST PD,NA,0,0,0,3,8,5,3,19,3008,12,2020,McLennan
RIESEL PD,NA,0,0,0,1,7,2,0,10,1040,12,2020,McLennan
MCGREGOR PD,NA,0,9,0,8,8,38,0,63,5368,12,2020,McLennan
ROBINSON PD,NA,0,7,2,12,35,123,11,190,12087,12,2020,McLennan
HEWITT PD,NA,0,6,1,7,25,102,11,152,15092,12,2020,McLennan
MCLENNAN COMM COLLEGE PD,NA,0,0,0,0,1,1,0,2,0,12,2020,McLennan
BRUCEVILLE-EDDY PD,NA,0,0,0,4,11,5,5,25,1705,12,2020,McLennan
WACO PD,NA,14,83,142,669,871,3578,413,5770,140870,12,2020,McLennan
BEVERLY HILLS PD,NA,0,2,1,3,4,21,6,37,1984,10,2020,McLennan
BAYLOR UNIV PD,NA,0,1,0,0,6,101,5,113,0,12,2020,McLennan
LACY LAKEVIEW PD,NA,0,6,6,20,48,129,13,222,6748,12,2020,McLennan
WOODWAY PD,NA,0,3,1,8,5,78,4,99,9089,12,2020,McLennan
BELLMEAD PD,NA,0,16,15,65,68,368,50,582,10835,12,2020,McLennan
TSTC: WACO PD,NA,0,2,1,2,6,28,1,40,0,12,2020,McLennan
MCMULLEN CO SO,NA,0,0,0,0,4,5,0,9,744,12,2020,McMullen
MADISONVILLE PD,NA,0,0,1,11,19,35,6,72,4715,12,2020,Madison
MADISON CO SO,NA,0,1,1,9,18,24,5,58,9499,12,2020,Madison
JEFFERSON PD,NA,0,0,0,5,6,4,2,17,1896,6,2020,Marion
MARION CO SO,NA,0,2,1,14,35,57,10,119,7857,12,2020,Marion
MARTIN CO SO,NA,0,1,0,5,6,61,0,73,2809,12,2020,Martin
STANTON PD,NA,0,0,0,6,6,22,7,41,3061,12,2020,Martin
MASON CO SO,NA,0,0,0,3,5,6,0,14,4290,12,2020,Mason
BAY CITY PD,NA,7,22,11,56,101,495,22,714,17505,12,2020,Matagorda
VAN VLECK ISD PD,NA,0,0,0,0,0,4,0,4,0,12,2020,Matagorda
BAY CITY ISD PD,NA,0,0,0,2,0,9,0,11,0,12,2020,Matagorda
PALACIOS PD,NA,0,3,2,13,11,51,2,82,4516,12,2020,Matagorda
MATAGORDA CO SO,NA,2,12,3,54,56,181,41,349,14490,12,2020,Matagorda
MAVERICK CO SO,NA,2,2,3,39,108,200,33,387,28989,12,2020,Maverick
EAGLE PASS PD,NA,2,0,4,38,138,372,45,599,30029,12,2020,Maverick
MEDINA CO SO,NA,2,12,6,59,100,176,60,415,31021,12,2020,Medina
HONDO PD,NA,0,5,2,14,36,119,6,182,9506,12,2020,Medina
DEVINE PD,NA,0,0,0,6,5,115,11,137,4883,12,2020,Medina
NATALIA PD,NA,0,3,0,1,5,6,1,16,1610,12,2020,Medina
CASTROVILLE PD,NA,0,1,1,4,12,26,4,48,3159,12,2020,Medina
MENARD CO SO (NR),NA,0,0,0,1,0,0,0,1,2121,12,2020,Menard
MIDLAND CO SO,NA,3,8,3,93,100,462,206,875,28558,12,2020,Midland
MIDLAND ISD PD,NA,0,0,0,10,3,2,0,15,0,12,2020,Midland
MIDLAND PD,NA,10,81,50,408,404,2249,466,3668,150529,12,2020,Midland
MILAM CO SO,NA,0,1,1,7,12,44,3,68,12492,12,2020,Milam
THORNDALE PD,NA,0,0,0,0,0,0,0,0,1304,8,2020,Milam
ROCKDALE PD,NA,1,3,0,17,35,83,14,153,5503,12,2020,Milam
CAMERON PD,NA,0,2,1,13,46,37,5,104,5458,12,2020,Milam
MILLS CO SO,NA,0,1,0,9,4,9,0,23,4846,12,2020,Mills
MITCHELL CO SO (NR),NA,0,0,0,1,9,9,2,21,4600,12,2020,Mitchell
COLORADO CITY PD (NR),NA,0,0,1,10,12,48,1,72,3827,7,2020,Mitchell
BOWIE PD,NA,0,0,2,2,30,64,2,100,5103,12,2020,Montague
MONTAGUE CO SO,NA,0,4,1,13,38,56,6,118,10631,12,2020,Montague
NOCONA PD (NR),NA,0,1,0,5,4,2,2,14,2999,12,2020,Montague
SHENANDOAH PD,NA,1,4,3,5,11,170,21,215,3098,12,2020,Montgomery
MONTGOMERY ISD PD,NA,0,0,0,0,0,1,0,1,0,1,2020,Montgomery
OAK RIDGE NORTH PD,NA,0,1,2,3,7,43,4,60,3171,12,2020,Montgomery
MONTGOMERY CO SO,NA,14,63,92,643,794,3039,525,5170,498315,12,2020,Montgomery
MONTGOMERY PD,NA,0,1,2,4,5,13,3,28,1488,12,2020,Montgomery
WILLIS PD,NA,0,5,4,26,17,114,18,184,7166,12,2020,Montgomery
PATTON VILLAGE PD,NA,0,3,1,5,5,7,1,22,2228,12,2020,Montgomery
ROMAN FOREST PD,NA,0,0,1,2,0,18,1,22,2058,12,2020,Montgomery
CONROE PD,NA,2,35,47,91,248,1927,177,2527,94451,12,2020,Montgomery
CONROE ISD PD,NA,0,6,1,2,7,40,3,59,0,12,2020,Montgomery
MAGNOLIA PD,NA,0,0,3,5,9,20,4,41,2193,12,2020,Montgomery
SPLENDORA PD,NA,0,0,0,6,7,17,5,35,2337,12,2020,Montgomery
DUMAS PD,NA,0,8,1,24,30,210,44,317,13729,12,2020,Moore
MOORE CO SO,NA,0,1,0,3,17,15,2,38,3776,12,2020,Moore
CACTUS PD,NA,0,2,0,5,5,25,11,48,3250,12,2020,Moore
NAPLES PD (NR),NA,0,0,1,2,1,4,2,10,1307,12,2020,Morris
MORRIS CO SO,NA,0,4,0,6,18,34,7,69,6167,12,2020,Morris
OMAHA PD (NR),NA,0,0,1,0,0,6,1,8,975,12,2020,Morris
DAINGERFIELD PD,NA,0,1,0,24,9,32,4,70,2362,12,2020,Morris
LONE STAR PD,NA,0,0,0,4,2,0,2,8,1472,12,2020,Morris
MOTLEY CO SO,NA,0,0,0,0,0,1,0,1,1196,12,2020,Motley
GARRISON PD,NA,0,0,0,0,1,3,0,4,871,12,2020,Nacogdoches
STEPHEN F. AUSTIN UNIV PD,NA,0,1,0,1,0,22,0,24,0,12,2020,Nacogdoches
NACOGDOCHES PD,NA,2,27,16,76,141,745,58,1065,32873,12,2020,Nacogdoches
NACOGDOCHES CO SO,NA,1,12,0,52,74,206,33,378,31296,12,2020,Nacogdoches
CORSICANA PD,NA,1,24,14,97,90,470,46,742,23914,12,2020,Navarro
CORSICANA ISD PD,NA,0,0,0,0,0,2,0,2,0,12,2020,Navarro
NAVARRO CO SO,NA,1,9,3,46,140,155,20,374,23965,12,2020,Navarro
KERENS PD,NA,0,0,0,0,19,9,8,36,1519,12,2020,Navarro
DAWSON PD,NA,0,0,0,0,4,12,2,18,800,12,2020,Navarro
NEWTON CO SO,NA,3,3,1,13,33,37,9,99,11099,12,2020,Newton
NEWTON PD,NA,0,0,0,3,14,7,2,26,2359,12,2020,Newton
SWEETWATER PD,NA,0,2,0,19,57,79,6,163,10419,12,2020,Nolan
NOLAN CO SO,NA,0,1,0,3,4,23,0,31,2908,12,2020,Nolan
DRISCOLL PD,NA,0,0,0,0,2,1,0,3,746,12,2020,Nueces
CORPUS CHRISTI ISD PD (NR),NA,0,0,5,47,12,26,5,95,0,12,2020,Nueces
PORT ARANSAS PD,NA,0,4,1,14,24,153,17,213,4362,12,2020,Nueces
NUECES CO SO,NA,2,15,1,48,36,98,1,201,15132,12,2020,Nueces
ROBSTOWN PD,NA,1,3,4,32,50,218,19,327,11238,12,2020,Nueces
TX A&M UNIV: CORP CHRISTI PD,NA,0,0,0,0,3,5,0,8,0,12,2020,Nueces
CORPUS CHRISTI PD,NA,34,254,479,2031,2056,7868,885,13607,329050,12,2020,Nueces
BISHOP PD (NR),NA,1,0,1,2,10,28,6,48,3048,12,2020,Nueces
PERRYTON PD,NA,0,4,0,19,17,82,10,132,8486,12,2020,Ochiltree
OCHILTREE CO SO,NA,0,0,0,0,0,0,0,0,1282,6,2020,Ochiltree
OLDHAM CO SO,NA,0,0,0,2,5,7,3,17,2112,12,2020,Oldham
ORANGE CO SO,NA,0,9,8,60,172,238,93,580,41319,12,2020,Orange
WEST ORANGE PD,NA,0,0,2,16,8,67,5,98,3199,12,2020,Orange
PINEHURST PD,NA,0,0,1,22,18,31,9,81,1963,12,2020,Orange
ORANGE PD,NA,2,9,12,58,92,182,47,402,18064,12,2020,Orange
BRIDGE CITY PD,NA,0,5,0,7,14,62,9,97,7864,12,2020,Orange
VIDOR PD,NA,0,0,6,11,59,111,14,201,10370,12,2020,Orange
PALO PINTO CO SO,NA,0,1,1,11,32,81,21,147,14321,12,2020,Palo Pinto
MINERAL WELLS PD,NA,1,12,4,31,165,304,43,560,15057,12,2020,Palo Pinto
CARTHAGE PD,NA,0,6,1,19,23,150,8,207,6395,12,2020,Panola
PANOLA CO SO,NA,0,4,1,37,68,167,16,293,16389,12,2020,Panola
WEATHERFORD PD,NA,0,27,8,50,62,441,58,646,34522,12,2020,Parker
RENO PD (PARKER CO),NA,0,1,0,19,14,9,9,52,3294,12,2020,Parker
HUDSON OAKS PD,NA,0,0,0,0,4,81,11,96,2587,12,2020,Parker
WILLOW PARK PD,NA,0,1,1,5,5,50,5,67,6096,12,2020,Parker
PARKER CO SO,NA,3,30,9,82,176,506,81,887,93307,12,2020,Parker
SPRINGTOWN PD,NA,0,0,0,4,7,52,0,63,3254,12,2020,Parker
FRIONA PD,NA,0,1,0,3,5,15,3,27,3775,12,2020,Parmer
PARMER CO SO,NA,0,0,0,1,2,14,2,19,2676,12,2020,Parmer
BOVINA PD,NA,0,0,0,8,1,2,0,11,1768,12,2020,Parmer
FARWELL PD,NA,0,0,0,0,6,4,2,12,1283,12,2020,Parmer
PECOS CO SO,NA,0,0,0,0,19,69,12,100,7374,12,2020,Pecos
FORT STOCKTON PD,NA,0,1,1,15,20,82,8,127,8429,12,2020,Pecos
LIVINGSTON PD,NA,0,1,5,16,10,228,15,275,5240,12,2020,Polk
CORRIGAN PD,NA,1,0,1,1,2,13,4,22,1613,12,2020,Polk
ONALASKA PD,NA,0,4,1,10,10,24,8,57,3006,12,2020,Polk
POLK CO SO,NA,5,22,8,43,170,311,66,625,42021,12,2020,Polk
AMARILLO COLLEGE PD,NA,0,0,0,0,5,5,0,10,0,12,2020,Potter
POTTER CO SO,NA,0,3,0,21,35,126,55,240,14657,12,2020,Potter
AMARILLO PD,NA,15,143,241,1281,1408,4921,1064,9073,200296,12,2020,Potter
MARFA PD,NA,0,0,0,12,0,3,3,18,1589,12,2020,Presidio
PRESIDIO CO SO,NA,0,0,0,0,0,0,0,0,1139,12,2020,Presidio
EMORY PD,NA,0,3,0,4,5,9,4,25,1368,12,2020,Rains
RAINS CO SO,NA,0,2,0,10,9,28,1,50,11294,12,2020,Rains
CANYON PD,NA,0,8,2,5,9,117,6,147,16263,12,2020,Randall
TX A&M UNIV: WEST PD,NA,0,1,0,0,0,22,0,23,0,12,2020,Randall
RANDALL CO SO,NA,3,16,6,31,97,156,32,341,24506,12,2020,Randall
REAGAN CO SO,NA,0,0,0,8,5,12,7,32,3896,12,2020,Reagan
REAL CO SO,NA,0,2,0,4,20,24,5,55,3455,12,2020,Real
BOGATA PD,NA,0,1,0,1,10,14,6,32,1053,12,2020,Red River
CLARKSVILLE PD,NA,0,0,0,2,5,9,2,18,3042,12,2020,Red River
RED RIVER CO SO,NA,1,3,1,25,33,28,5,96,7796,12,2020,Red River
PECOS PD,NA,0,4,1,38,37,93,23,196,10667,12,2020,Reeves
REEVES CO SO,NA,1,0,0,19,13,51,26,110,5514,12,2020,Reeves
REFUGIO CO SO,NA,0,0,0,2,12,13,6,33,2761,12,2020,Refugio
WOODSBORO PD,NA,0,0,0,0,0,2,0,2,1399,12,2020,Refugio
REFUGIO PD,NA,0,0,2,2,2,13,2,21,2718,12,2020,Refugio
ROBERTS CO SO,NA,0,0,0,0,0,1,0,1,844,12,2020,Roberts
ROBERTSON CO SO,NA,0,2,0,4,33,70,11,120,8991,12,2020,Robertson
FRANKLIN PD,NA,1,2,0,6,14,4,3,30,1649,12,2020,Robertson
HEARNE PD,NA,0,0,5,14,47,25,9,100,4345,12,2020,Robertson
BREMOND PD,NA,0,0,1,2,9,8,2,22,971,12,2020,Robertson
CALVERT PD,NA,0,0,2,5,11,1,0,19,1119,12,2020,Robertson
ROCKWALL PD,NA,0,11,17,31,55,691,74,879,46867,12,2020,Rockwall
FATE PD,NA,0,9,0,3,13,81,7,113,16917,12,2020,Rockwall
ROCKWALL CO SO,NA,0,2,1,11,14,42,8,78,11874,12,2020,Rockwall
HEATH PD,NA,0,3,0,7,4,41,1,56,9584,12,2020,Rockwall
ROYSE CITY PD,NA,0,7,4,12,25,164,13,225,15388,12,2020,Rockwall
WINTERS PD,NA,1,2,1,7,22,22,2,57,2436,12,2020,Runnels
BALLINGER PD,NA,0,1,1,12,39,28,5,86,3629,12,2020,Runnels
RUNNELS CO SO,NA,0,1,0,6,12,2,0,21,3264,12,2020,Runnels
MILES PD,NA,0,0,0,0,2,1,1,4,874,9,2020,Runnels
OVERTON PD,NA,0,1,0,6,3,11,0,21,2498,12,2020,Rusk
HENDERSON PD,NA,1,5,5,62,93,421,32,619,13093,12,2020,Rusk
RUSK CO SO,NA,0,17,4,45,138,314,88,606,34276,12,2020,Rusk
TATUM PD,NA,0,0,1,2,2,7,1,13,1384,12,2020,Rusk
SABINE CO SO,NA,3,1,2,10,25,21,12,74,8433,12,2020,Sabine
